0.13128 0.243754
0.22456 3.84752
0.24952 6.79705
0.31848 7.9377
0.3268 10.2815
0.3684 11.3789
0.37672 13.3362
0.4516 12.9672
0.45992 14.5417
0.46824 16.0601
0.47656 17.5256
0.55144 16.6546
0.55976 17.8934
0.56808 19.0959
0.5764 20.2637
0.71784 17.4301
0.72616 18.3761
0.73448 19.3007
0.7428 20.2046
0.75112 21.0885
0.75944 21.953
0.76776 22.7988
0.77608 23.6264
0.91752 20.8911
0.92584 21.602
0.93416 22.3002
0.94248 22.9862
0.9508 23.6601
0.95912 24.3223
0.96744 24.9731
0.97576 25.6129
1.18376 21.8152
1.19208 22.3609
1.2004 22.899
1.20872 23.4297
1.21704 23.9532
1.22536 24.4695
1.23368 24.9789
1.242 25.4815
1.25032 25.9773
1.25864 26.4667
1.40008 24.3872
1.4084 24.8339
1.41672 25.2753
1.42504 25.7116
1.43336 26.1428
1.44168 26.569
1.45 26.9903
1.45832 27.4069
1.66632 24.4851
1.67464 24.8603
1.68296 25.2317
1.69128 25.5995
1.6996 25.9638
1.70792 26.3244
2.04904 22.348
2.05736 22.6621
2.39848 19.7859
2.4068 20.0632
2.41512 20.3385
2.42344 20.612
2.76456 18.3697
2.77288 18.6146
2.7812 18.858
2.78952 19.1001
2.79784 19.3406
2.80616 19.5798
2.81448 19.8175
3.1556 17.9389
3.16392 18.1547
3.17224 18.3694
3.18056 18.5829
3.18888 18.7953
3.1972 19.0066
3.20552 19.2169
3.21384 19.426
3.22216 19.634
3.23048 19.841
3.5716 18.179
3.57992 18.3691
3.58824 18.5584
3.59656 18.7468
3.60488 18.9343
3.6132 19.121
3.62152 19.3068
3.62984 19.4918
3.63816 19.6759
3.64648 19.8592
3.6548 20.0416
3.99592 18.5389
4.00424 18.7082
4.01256 18.8767
4.02088 19.0446
4.0292 19.2118
4.03752 19.3782
4.04584 19.544
4.05416 19.7091
4.06248 19.8736
4.0708 20.0373
4.07912 20.2004
4.08744 20.3629
4.42856 18.9822
4.43688 19.1342
4.4452 19.2855
4.45352 19.4363
4.46184 19.5865
4.47016 19.7362
4.47848 19.8853
4.4868 20.0339
4.49512 20.1819
4.50344 20.3293
4.51176 20.4763
4.52008 20.6226
4.5284 20.7685
4.86952 19.4845
4.87784 19.6218
4.88616 19.7587
4.89448 19.8951
4.9028 20.031
